排名,名称,追番人数
1159,旋风管家 CAN'T TAKE MY EYES OFF YOU,20.8万追番
1160,机动战士高达 雷霆宙域战线 第一季,20.7万追番
1161,TSUKIPRO,20.6万追番
1162,拜托了 爱因兹贝伦咨询室,20.6万追番
1163,A3!满开剧团,20.6万追番
1164,青春歌舞伎,20.5万追番
1165,战姬绝唱SYMPHOGEAR,20.4万追番
1166,黑塔利亚 World Series 第4期,20.4万追番
1167,MIX,20.3万追番
1168,女神异闻录3 剧场版 #1 Spring of Birth,20.3万追番
1169,科学小飞侠Crowds,20.3万追番
1170,高校星歌剧,20.2万追番
1171,核爆默示录,20.1万追番
1172,活/刀乱舞（H限港澳台地^）,20万追番
1173,早安恋味糕点店,20万追番
1174,超时空要塞 Frontier,20万追番
1175,零之使魔～三美姬的轮舞～OVA,20万追番
1176,女神异闻录 -圣洁之魂-,19.9万追番
1177,火之丸相扑,19.8万追番
1178,面包带来和平！,19.8万追番
1179,千枪士,19.8万追番
1180,江户盗贼团五叶,19.8万追番
1181,小凉宫春日的忧郁,19.8万追番
1182,干物妹！小埋 中配版,19.8万追番
1183,鲁邦三世 第一季,19.8万追番
1184,猎龙飞船,19.7万追番
1185,月野艺能事务所 第二季,19.7万追番
1186,Classica Loid,19.7万追番
1187,BLACK★ROCK SHOOTER OVA,19.7万追番
1188,SHOW BY ROCK!! 第二季,19.6万追番
1189,美妙射击部,19.6万追番
1190,KERORO军曹,19.5万追番
1191,结界师,19.5万追番
1192,空罐少女,19.5万追番
1193,钻石王牌,19.5万追番
1194,剧场版 魔法禁书目录炭 SP,19.4万追番
1195,你遭y了幔浚H限港澳台地^）,19.3万追番
1196,Concrete Revolutio 超人幻想 第二季,19.3万追番
1197,东京地震8.0,19.3万追番
1198,×××HOLiC 笼,19.2万追番
1199,高达创战者,19.2万追番
1200,少女革命,19.1万追番
1201,阿茹茉妮,19.1万追番
1202,初高中同校！！鬼灭学园物语,19.1万追番
1203,给桃子的信,19.1万追番
1204,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,19.1万追番
1205,怪医黑杰克,19万追番
1206,银河英雄传说：全新命题,18.9万追番
1207,普通女高中生要做当地偶像,18.9万追番
1208,攻壳机动队 S.A.C. 2nd GIG,18.9万追番
1209,玛莉亚?狂热,18.9万追番
1210,交响情人梦,18.8万追番
1211,红伤骑士X,18.8万追番
1212,灼眼的夏娜 剧场版,18.8万追番
1213,告白实行委员会 我于此刻恋上你,18.8万追番
1214,精灵宝可梦 超世代,18.8万追番
1215,忍者少女千鸟,18.8万追番
1216,旋风管家 Cuties,18.8万追番
1217,麻辣教师GTO,18.7万追番
1218,翼年代记 第二季,18.6万追番
1219,武器种族传说,18.6万追番
1220,宣告黎明的露之歌,18.6万追番
1221,最游记,18.6万追番
1222,晨曦公主 OAD,18.5万追番
1223,大叔与棉花糖,18.5万追番
1224,今天开始做魔王 第三季,18.4万追番
1225,名侦探柯南 绯色的不在证明,18.3万追番
1226,悠久之翼2,18.3万追番
1227,学园天堂,18.3万追番
1228,蔷薇少女 梦之终结,18.2万追番
1229,灼眼的夏娜S,18.2万追番
1230,青之驱魔师 剧场版,18.1万追番
1231,调酒师,18.1万追番
1232,魍魉之匣,18.1万追番
1233,精灵宝可梦 世代,18.1万追番
1234,梦王国与沉睡的100王子 短篇动画,18万追番
1235,鬼平,18万追番
1236,钢之炼金术师 香巴拉的征服者,18万追番
1237,虫师 续章 铃之~,17.8万追番
1238,城市猎人 TV版,17.8万追番
1239,勿忘蛛,17.7万追番
1240,时间旅行少女,17.7万追番
1241,绯弹的亚里亚 第一季 OVA,17.5万追番
1242,爱丽丝学园,17.5万追番
1243,影鳄 承,17.5万追番
1244,叛逆性百万亚瑟王 第二季,17.4万追番
1245,我们的存在,17.4万追番
1246,邻座的怪同学 OAD,17.3万追番
1247,美男高校地球防卫部LOVE！,17.2万追番
1248,梦王国与沉睡的100王子,17.2万追番
1249,魔法少女什么的已经够了啦。第二季,17.2万追番
1250,御神乐学园组曲,17.1万追番
1251,月色真美 SP,17.1万追番
1252,东之伊甸,17.1万追番
1253,HELLO!! 黄金拼图,17.1万追番
1254,ID-0,17.1万追番
1255,虹色时光,17万追番
1256,恋爱情结,17万追番
1257,伯纳德小姐说。,17万追番
1258,新妹魔王的契s者 BURST（H限港澳台）,17万追番
1259,魔卡少女樱 知世的影像活跃日记,17万追番
1260,搞笑漫画日和＋,17万追番
1261,八月的棒球甜心,17万追番
1262,潜行吧！奈亚子W OVA,16.9万追番
1263,灵感！,16.9万追番
1264,BLACK CAT,16.9万追番
1265,女神异闻录5 动画版 年末特别篇「前篇 / 后篇」,16.9万追番
1266,A CHANNEL,16.9万追番
1267,排球少年剧场版 结束与开始,16.9万追番
1268,梦之祭,16.8万追番
1269,MYSELF;YOURSELF,16.8万追番
1270,光能使者,16.8万追番
1271,名侦探柯南 迷宫的十字路口,16.8万追番
1272,青春之旅 OAD,16.7万追番
1273,Dies irae 神怒之日（H限港澳台地^）,16.6万追番
1274,小魔女学园,16.6万追番
1275,心跳回忆 ONLY LOVE,16.5万追番
1276,夜樱四重奏,16.5万追番
1277,钻石王牌 act II 前半,16.4万追番
1278,枪心剑刃,16.4万追番
1279,精灵宝可梦 钻石&珍珠,16.4万追番
1280,音乐少女,16.3万追番
1281,源氏物语千年纪 Genji,16.3万追番
1282,名侦探柯南 世纪末的魔术师,16.3万追番
1283,×××HOLiC 春梦记,16.3万追番
1284,×××HOLiC 仲夏夜之梦,16.3万追番
1285,B-PROJECT～绝顶＊Emotion～,16.2万追番
1286,偶像选举,16.2万追番
1287,怪医黑杰克剧场版之超人类,16.2万追番
1288,幻影少年,16.1万追番
1289,越狱兔 前传,16.1万追番
1290,越狱兔 第1季,16.1万追番
1291,如果有○○就好了。,16万追番
1292,CANDY BOY,15.9万追番
1293,武士弗拉明戈,15.9万追番
1294,我们这一家 新篇,15.9万追番
1295,混沌之脑,15.9万追番
1296,SHOW BY ROCK!! Short!!,15.9万追番
1297,狼雨,15.9万追番
1298,BanG Dream! 少女乐团派对☆PICO,15.8万追番
1299,当女孩遇到熊,15.8万追番
1300,热风海陆BUSHIROAD,15.7万追番
1301,道子与哈金,15.7万追番
1302,NEW GAME! OVA,15.7万追番
1303,GJ部@,15.7万追番
1304,Under The Dog,15.7万追番
1305,名侦探柯南 纯黑的恶梦,15.7万追番
1306,萝球社！SS,15.6万追番
1307,赤发白雪姬 OVA 不值一提的宝物、这一页,15.6万追番
1308,南家三姐妹 再来一碗,15.6万追番
1309,Tokyo Guru: re (Part 1)（H限港澳台地^）,15.6万追番
1310,Tokyo Guru: re (Part 2)（H限港澳台地^）,15.6万追番
1311,名侦探柯南 天空的遇难船,15.5万追番
1312,哥斯拉：怪兽行星,15.5万追剧
1313,不可思议星球的双胞胎公主,15.5万追番
1314,名侦探柯南 侦探们的镇魂歌,15.5万追番
1315,列比乌斯/Levius,15.5万追番
1316,飙速宅男 新世代,15.4万追番
1317,名侦探柯南 瞳孔中的暗杀者,15.4万追番
1318,王[ The Animation（H限台车^）,15.4万追番
1319,灼眼的夏娜 OVA 恋爱与温泉的校外学习！,15.4万追番
1320,幼女鹩（H限港澳台地^）,15.4万追番
1321,名侦探柯南 第14个目标,15.3万追番
1322,头文字D Second Stage,15.3万追番
1323,樱花忍法帖,15.3万追番
1324,屁屁吾郎,15.2万追番
1325,神曲奏界POLYPHONICA 第一季,15.2万追番
1326,名侦探柯南 银翼的魔术师,15.2万追番
1327,阿童木起源,15.2万追番
1328,僵尸借贷,15.2万追番
1329,名侦探柯南 通往天国的倒计时,15.2万追番
1330,名侦探柯南 业火的向日葵,15.1万追番
1331,人鱼的旋律,15.1万追番
1332,偶像大师 灰姑娘女孩 第2期,15万追番
1333,黑子的篮球 第3期 OVA,15万追番
1334,坂道上的阿波罗,14.9万追番
1335,"黑塔利亚 剧场版 银幕HETALIA Axis Powers Paint it, White",14.9万追番
1336,鬼缰刃（H限台车^）,14.9万追番
1337,简单易懂的现代魔法,14.9万追番
1338,SD高达三国传 Brave Battle Warriors,14.8万追番
1339,废弃公主,14.8万追番
1340,奇诺之旅,14.8万追番
1341,温泉幼精箱根酱,14.8万追番
1342,ALDNOAH.ZERO 第二季,14.7万追番
1343,剧场版 快要坏掉的八音盒,14.7万追番
1344,爱丝卡与罗吉的工作室 黄昏之空的炼金术士,14.6万追番
1345,凉风,14.6万追番
1346,圣哥传,14.6万追番
1347,小猪佩奇 第一季 英文版,14.6万追番
1348,马达加斯加的企鹅 第一季,14.5万追番
1349,白色相簿 下半篇章,14.5万追番
1350,热带雨林的爆笑生活,14.5万追番
1351,LEVEL E,14.5万追番
1352,南家三姐妹 欢迎回来,14.4万追番
1353,千子,14.4万追番
1354,特别版 Free!-Take Your Marks-,14.4万追番
1355,绝对防卫利维坦,14.4万追番
1356,创圣的大天使,14.4万追番
1357,破刃之剑,14.4万追番
1358,备长炭,14.3万追番
1359,牙狼 -炎之刻印-,14.3万追番
1360,"Wake Up, Girls! 新章",14.2万追番
1361,剧场版 王室教师海涅,14.2万追番
1362,影鳄,14.2万追番
1363,东京猫猫,14.2万追番
1364,与汪汪喵喵同居的开心日常,14.1万追番
1365,新机动战记高达W TV版,14.1万追番
1366,Sends?of?Destruction,14.1万追番
1367,DRAMAtical Murder OVA,14万追番
1368,美男高校地球防卫部LOVE！LOVE！,13.9万追番
1369,名侦探柯南 水平线上的阴谋,13.9万追番
1370,新妹魔王的契s者（H限港澳台）,13.9万追番
1371,搞笑漫画日和2,13.9万追番
1372,名侦探柯南 沉默的15分钟,13.9万追番
1373,拜托了！老师,13.8万追番
1374,机巧魔神,13.8万追番
1375,BanG Dream! 少女乐团派对！☆PICO～大份～,13.8万追番
1376,教教我吧 北斋！,13.8万追番
1377,X战记,13.8万追番
1378,魔法少女奈叶ViVid,13.8万追番
1379,歌塑世界,13.7万追番
1380,银之匙 Silver Spoon 第二季,13.7万追番
1381,四驱兄弟（中文）,13.7万追番
1382,歌之☆王子殿下 真爱2000%,13.7万追番
1383,花牌情缘 第二季,13.7万追番
1384,名侦探柯南 异次元的狙击手,13.7万追番
1385,伽利略少女,13.6万追番
1386,大运动会 重启,13.6万追番
1387,JOESTAR RADIO,13.6万追番
1388,名侦探柯南 漆黑的追踪者,13.5万追番
1389,名侦探柯南 战栗的乐谱,13.5万追番
1390,H2O 赤砂的印记,13.5万追番
1391,穿透幻影的太阳,13.5万追番
1392,滑头鬼之孙 ～奴良组事始～,13.4万追番
1393,战斗司书,13.4万追番
1394,祝福的钟声,13.4万追番
1395,血型君2,13.4万追番
1396,不思议美眉,13.4万追番
1397,宇宙战舰提拉米斯II,13.4万追番
1398,魔法学园MA,13.3万追番
1399,浦和小调,13.3万追番
1400,精灵宝可梦 超级愿望,13.2万追番
1401,无敌侠：舞动的英雄,13.1万追番
1402,机动战士高达 THE ORIGIN I：苍瞳的卡斯巴尔,13.1万追番
1403,复仇者：世上最强英雄组合,13.1万追番
1404,目[都市的演[者（H限港澳台地^）,13.1万追番
1405,黑白小姐 第二季,13.1万追番
1406,魔卡少女樱 Clear Card篇 序幕 小樱与两人的小熊,13万追番
1407,玉响～hitotose～,13万追番
1408,萌菌物语,13万追番
1409,最终幻想15 兄弟情,13万追番
1410,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,12.9万追番
1411,天堂餐馆,12.9万追番
1412,CANNON BUSTERS,12.9万追番
1413,夏雪密会,12.9万追番
1414,魔gW姐（H限港澳台地^）,12.8万追番
1415,骑行少女,12.8万追番
1416,文学少女,12.8万追番
1417,玲音,12.8万追番
1418,名侦探柯南 绀碧之棺,12.8万追番
1419,献给某飞行员的恋歌,12.8万追番
1420,初音岛 S.S.,12.8万追番
1421,星空清理者,12.7万追番
1422,翼・年代记 东京默示录,12.7万追番
1423,无头骑士异闻录×2 结 DuFuFuFu!!,12.7万追番
1424,Dimension W~维度战记~ OVA,12.7万追番
1425,现视研1,12.7万追番
1426,铳墓,12.7万追番
1427,给你做饭了！,12.6万追番
1428,SWORD GAI 装刀凯 The Animation,12.6万追番
1429,高智能方程式,12.6万追番
1430,高校星歌剧 第二季,12.6万追番
1431,心之彼端2,12.6万追番
1432,名侦探柯南 第11个前锋,12.5万追番
1433,结城友奈是勇者 -鹫尾须美之章-,12.5万追番
1434,头文字D Fifth Stage,12.5万追番
1435,机动战士高达 暮光的阿克西斯 红色残影,12.4万追番
1436,洲崎西 THE ANIMATION,12.3万追番
1437,小马宝莉 友谊的魔力 第八季,12.3万追番
1438,游☆戏☆王 5D's 第二季,12.2万追番
1439,名侦探柯南 绝海的侦探,12.2万追番
1440,薄樱鬼 御伽草子,12.2万追番
1441,食梦者。3,12.1万追番
1442,游☆戏☆王 5D's 第四季,12万追番
1443,蒸汽男孩,12万追番
1444,双恋,12万追番
1445,爱情泡泡糖,12万追番
1446,哆啦A梦 第三季,11.9万追番
1447,小马宝莉 第二季,11.9万追番
1448,AURA ～魔龙院光牙最后的战斗～,11.9万追番
1449,图书馆战争,11.9万追番
1450,小马宝莉 友谊的魔力 第七季,11.9万追番
1451,搞笑漫画日和3,11.9万追番
1452,夏色奇迹,11.9万追番
1453,蜡笔小新 超级美味B级美食大逃亡,11.8万追番
1454,加奈日记,11.8万追番
1455,神奇宝贝 起源,11.8万追番
1456,高达创战者 TRY,11.8万追番
1457,吹！上低音 第二季（H限台车^）,11.8万追番
1458,降世神通：最后的气宗 第一季,11.8万追番
1459,食梦者。2,11.7万追番
1460,春原f的管理T小姐（H限港澳台地^）,11.7万追番
1461,超级酷乐猫,11.6万追番
1462,翼神传说,11.6万追番
1463,黑白小姐 第三季,11.5万追番
1464,u曳f的幽奈小姐（H限港澳台地^）,11.5万追番
1465,y魂（H限港澳台地^）,11.5万追番
1466,剧场版 Free!-Timeless Medley,11.5万追番
1467,罗德岛战记-英雄骑士传-,11.5万追番
1468,超智游戏,11.5万追番
1469,复活！小猫咪,11.5万追番
1470,灰与幻想的格林姆迦尔 OVA,11.4万追番
1471,超时空要塞 Macross,11.4万追番
1472,AKB0048 第一季,11.4万追番
1473,精灵宝可梦 剧场版1：超梦的逆袭,11.4万追番
1474,小魔女蒙娜,11.4万追番
1475,乌龙派出所,11.4万追番
1476,海物语,11.3万追番
1477,ACCA13区监察课－Regards,11.3万追番
1478,阿尔卑斯山的少女,11.3万追番
1479,星梦手记,11.3万追番
1480,灼热乒乓妹,11.3万追番
1481,变形少女,11.3万追番
1482,恋旅～True Tours Nanto～,11.2万追番
1483,电脑线圈,11.2万追番
1484,海月姬,11.2万追番
1485,|京暗f（H限港澳台地^）,11.2万追番
1486,食梦者玛利,11.2万追番
1487,我们这一家 第一期,11.2万追番
1488,黑子的篮球 Winter Cup总集篇,11.1万追番
1489,雨色可可,11.1万追番
1490,小马宝莉 第四季,11.1万追番
1491,小女神花铃,11万追番
1492,贫穷姐妹物语,11万追番
1493,金色琴弦～primo passo～,11万追番
1494,蜂蜜与四叶草II,11万追番
1495,现视研 二代目,10.9万追番
1496,薄樱鬼 碧血录,10.9万追番
1497,地球防卫少年,10.9万追番
1498,飙速宅男 GLORY LINE,10.9万追番
1499,圣诞之吻SS OVA,10.8万追番
1500,初音岛II,10.8万追番
1501,初音岛II S.S.,10.8万追番
1502,翼・年代记 春雷记,10.8万追番
1503,宝可梦 太阳&月亮（中配）,10.8万追番
1504,忍者少女千鸟～伊势?金崎篇～,10.8万追番
1505,小马宝莉 第五季,10.8万追番
1506,BRAVE10 真田十勇士,10.8万追番
1507,最终流放,10.7万追番
1508,樱花大战 TV版,10.7万追番
1509,提亚拉之泪,10.7万追番
1510,拽妹黛薇儿 第一季,10.7万追番
1511,牙狼 -红莲之月-,10.7万追番
1512,轻声密语,10.7万追番
1513,打工小哥,10.6万追番
1514,吸血鬼福尔摩斯,10.6万追番
1515,苍翼默示录 Alter Memory,10.6万追番
1516,ARGONAVIS from BanG Dream! 梦想协奏曲,10.6万追番
1517,STAR DRIVER 闪亮的塔科特,10.6万追番
1518,此花亭奇谭（中配）,10.5万追番
1519,伏 铁炮娘的捕物帐,10.5万追番
1520,灼眼的夏娜炭,10.5万追番
1521,×××HOLiC 笼 徒梦,10.5万追番
1522,轮回的拉格朗日,10.5万追番
1523,高校星歌剧 第三季,10.4万追番
1524,网球王子 全国大会篇,10.4万追番
1525,寻找满月,10.4万追番
1526,苍穹之法芙娜,10.4万追番
1527,不愉快的怪物庵（H限台车^）,10.4万追番
1528,今天开始做魔王 第二季,10.3万追番
1529,战姬绝唱SYMPHOGEAR G,10.3万追番
1530,蔷薇少女 序曲,10.3万追番
1531,小马宝莉 友谊的魔力 第六季 (中配）,10.3万追番
1532,小马宝莉 第三季,10.3万追番
1533,双面骑士,10.3万追番
1534,未确认进行式 OVA,10.2万追番
1535,河童之夏,10.2万追番
1536,夜樱四重奏 花之歌,10.2万追番
1537,Upotte!!,10.2万追番
1538,STARRY☆SKY,10.2万追番
1539,剑灵,10.1万追番
1540,VENUS PROJECT -CLIMAX-,10.1万追番
1541,宝石宠物 Tinkle☆（第二季）,10.1万追番
1542,彼得・格里的t者rg（H限港澳台地^）,10.1万追番
1543,逆转公主,10.1万追番
1544,天使之卵,10.1万追番
1545,幸运逻辑,10万追番
1546,棺姬嘉依卡 OVA,10万追番
1547,侦探歌剧 少女福尔摩斯,10万追番
1548,精灵宝可梦 剧场版19：波尔凯尼恩与机巧的玛机雅娜,10万追剧
1549,老虎和兔子,10万追番
1550,高校之神（H限港澳台地^）,10万追番
1551,机神咆吼,10万追番
1552,王牌投手 振臂高挥,10万追番
1553,不可思议星球的双胞胎公主 Gyu,9.9万追番
1554,向阳素描,9.9万追番
1555,田中君是如此慵校H限港澳台地^）,9.9万追番
1556,女神异闻录3 剧场版 #4 Winter of Rebirth,9.9万追番
1557,放浪男孩,9.9万追番
1558,头文字D Third Stage,9.9万追番
1559,竖笛与双肩书包,9.8万追番
1560,七武士,9.8万追番
1561,战国BASARA,9.8万追番
1562,小马宝莉 友谊的魔力 第八季（中配）,9.7万追番
1563,攻壳机动队 S.A.C. SSS 3D,9.7万追番
1564,高达Reconguista in G,9.7万追番
1565,头文字D Final Stage,9.7万追番
1566,偶像大师灰姑娘剧场,9.7万追番
1567,深渊传说,9.7万追番
1568,蜡笔小新 呼风唤雨！大人帝国的反击,9.6万追番
1569,信长协奏曲,9.6万追番
1570,苍穹之法芙娜EXODUS,9.6万追番
1571,加速世界 OVA1 银翼的觉醒,9.6万追番
1572,新撰组异闻录 铁,9.6万追番
1573,忏?再见绝望先生,9.6万追番
1574,海马,9.6万追番
1575,生化危机：诅咒,9.5万追剧
1576,来冲浪吧！！美少年！！,9.5万追番
1577,精灵守护者,9.5万追番
1578,干物妹！小埋 R / 我家有~乾妹R（H限港澳台地^）,9.5万追番
1579,游☆戏☆王 5D's 第三季,9.5万追番
1580,彼方的阿斯特拉（H限港澳台地^）,9.4万追番
1581,战场上的女武神,9.4万追番
1582,小碧蓝幻想！,9.4万追番
1583,小猪佩奇 第一季,9.4万追番
1584,家有穆珂,9.4万追番
1585,弁魔士塞西尔,9.4万追番
1586,秀逗魔导士 第一季,9.3万追番
1587,偶像大师 SideM,9.2万追番
1588,纯情房东俏房客 Again,9.2万追番
1589,人鱼之森,9.2万追番
1590,头文字D Legend1 -觉醒-,9.2万追番
1591,女仆咖啡厅,9.2万追番
1592,蜡笔小新 呼风唤雨！光荣烧肉之路,9.2万追番
1593,蜡笔小新 超时空！呼风唤雨的我的新娘,9.2万追番
1594,黑神,9.1万追番
1595,BT21 UNIVERSE动画 第二季,9.1万追番
1596,米老鼠的黑白动画片生涯,9.1万追番
1597,厨神小当家（中配）,9.1万追番
1598,荷包蛋的蛋黄什么时候戳破才好？,9.1万追番
1599,翼・年代记 鸟笼国的公主,9万追番
1600,黑子的篮球 第2期 OVA,8.9万追番
1601,GA 艺术科美术设计班,8.9万追番
1602,群居姐妹 OVA,8.9万追番
1603,新白雪姬传说,8.9万追番
1604,佝偻猫 第一季,8.8万追番
1605,偶像大师灰姑娘剧场 第三季（TV版）,8.7万追番
1606,魔术士欧菲流浪之旅,8.7万追番
1607,星之卡比,8.7万追番
1608,机动战士高达AGE,8.7万追番
1609,Ragnastrike Angels,8.7万追番
1610,英雄传说 空之轨迹,8.7万追番
1611,鬼灭之刃 柱合会议・蝶屋篇,8.7万追番
1612,罗密欧与朱丽叶,8.7万追番
1613,机动战士高达 THE ORIGIN IV：命运的前夜,8.7万追番
1614,永不消失的彩虹,8.6万追番
1615,罗德岛战记,8.6万追番
1616,我的妹妹是大阪大妈,8.6万追番
1617,最后的吸血鬼,8.6万追番
1618,蜡笔小新 呼风唤雨！夕阳下的春日部男孩,8.6万追番
1619,棒球英豪 TV版,8.6万追番
1620,前进吧！登山少女 第二季,8.6万追番
1621,未确认进行式 OAD,8.5万追番
1622,食戟之` 神之皿（H限港澳台地^）,8.5万追番
1623,玩偶游戏,8.5万追番
1624,史上最强弟子兼一,8.5万追番
1625,排球少年剧场版 观念之战,8.4万追番
1626,怪盗基德1412（中配）,8.4万追番
1627,BT21 UNIVERSE动画,8.4万追番
1628,魔法少女 俺（中配）,8.4万追番
1629,干物妹！小埋R 中配版,8.4万追番
1630,咕噜咕噜魔法阵 新系列,8.4万追番
1631,新机动战记高达W 无尽的华尔兹,8.4万追番
1632,魔法使的新娘 等待繁星之人（H限台车^）,8.4万追番
1633,琴之森 第二季,8.4万追番
1634,痿YT派遣中！（H限港澳台地^）,8.4万追番
1635,绯色的欠片 第一季,8.3万追番
1636,机动战士高达 THE ORIGIN III：破晓起义,8.3万追番
1637,扩张少女系三重奏,8.3万追番
1638,破刃之剑 剧场版,8.3万追番
1639,新网球王子,8.3万追番
1640,网球并不可笑嘛 第一季,8.3万追番
1641,夏之岚,8.2万追番
1642,再造人卡辛,8.2万追番
1643,武装机甲,8.2万追番
1644,矶部矶兵卫物语,8.2万追番
1645,创圣的大天使EVOL,8.2万追番
1646,鸭子的生活,8.2万追番
1647,Fate/Grand Order - ^δЙF鹁巴比尼 -（H限台车^）,8.2万追番
1648,哆啦A梦 第二季,8.1万追番
1649,青空下的约定,8.1万追番
1650,战斗妖精雪风,8.1万追番
1651,VIVIDRED OPERATION,8.1万追番
1652,彩虹小马 小马国女孩2：彩虹摇滚,8.1万追番
1653,青山刚昌短篇集,8.1万追番
1654,温泉屋小女管家,8.1万追番
1655,哆啦A梦 大雄的宇宙英雄记,8.1万追番
1656,y河英雄髡f：全新命} 邂逅（H限港澳台地^）,8.1万追番
1657,薄樱鬼 黎明录,8.1万追番
1658,棺姬嘉依卡（H限港澳台地^）,8万追番
1659,重神机潘多拉（中配）,8万追番
1660,噬神者 SP,8万追番
1661,第一神拳,8万追番
1662,骇客时空,8万追番
1663,天使怪盗,8万追番
1664,解谜之音,8万追番
1665,爆音少女!! OAD,8万追番
1666,HUMAN LOST 人间失格,8万追番
1667,JOJO的奇妙冒U 不玢@石（H限台车^）,8万追番
1668,斗牌传说,8万追番
1669,飞翔的魔女 小剧场,8万追番
1670,彩虹小马 小马国女孩3：友谊大赛,7.9万追番
1671,双恋 Alternative,7.9万追番
1672,钻石王牌 ～Second Season～,7.9万追番
1673,推理之绊,7.9万追番
1674,SUSHI POLICE,7.9万追番
1675,怪盗JOKER 第一季,7.9万追番
1676,加速世界 OVA2 加速的顶点,7.8万追番
1677,科学小飞侠Crowds insight,7.8万追番
1678,天国少女,7.8万追番
1679,Re:Stage！Dream Days?,7.8万追番
1680,春 ,7.8万追剧
1681,魔法少女☆伊莉雅（H限港澳台地^）,7.8万追番
1682,滑头鬼之孙 第一季【中文】,7.8万追番
1683,攻壳机动队 个别的十一人,7.8万追番
1684,弩痍H×EROS（H限港澳台地^）,7.8万追番
1685,校园理想乡 学美向前冲！,7.8万追番
1686,上课小动作 OAD,7.8万追番
1687,兽娘动物园 2,7.8万追番
1688,ULTRAMAN 机动奥特曼（中配）,7.7万追番
1689,网球王子 BEST GAMES!!,7.7万追番
1690,生化危机：恶化,7.7万追剧
1691,战国鸟兽戏画 ~甲~,7.7万追番
1692,美妙天堂 第三季,7.7万追番
1693,大都会,7.7万追番
1694,香蕉喵 不可思议的伙伴们,7.6万追番
1695,京四郎和永远的天空,7.6万追番
1696,精灵宝可梦 剧场版18：光轮的超魔神胡帕,7.6万追番
1697,美妙天堂 偶像时间,7.6万追番
1698,彩云国物语 第二季,7.5万追番
1699,蜡笔小新 呼唤传说！三分钟嘎巴大进攻,7.5万追番
1700,机动战士高达 THE ORIGIN V：激战 鲁姆会战,7.5万追番
1701,变形金刚 领袖之证 第一季（美版）,7.5万追番
1702,灰羽联盟,7.5万追番
1703,机动武斗传G高达,7.4万追番
1704,蜡笔小新 呼风唤雨黄金的间谍大作战,7.4万追番
1705,刀ι裼 Alicization War of Underworld（H限台车^）,7.4万追番
1706,机动战士高达 THE ORIGIN II：悲哀的阿尔黛西亚,7.4万追番
1707,限制级杀手,7.4万追番
1708,圣哥传 OAD,7.4万追番
1709,香蕉喵,7.4万追番
1710,仰望半月的夜空,7.4万追番
1711,紫式部 源氏物语,7.4万追番
1712,白兔糖 特典,7.4万追番
1713,光明之心 ～幸福的面包～,7.3万追番
1714,夏娃的时间,7.3万追番
1715,智龙迷城X,7.3万追番
1716,热诚传说～导师的黎明～,7.3万追番
1717,One Off,7.3万追番
1718,魔弹之王与战姬 SP 堤格尔君与战姬亲,7.3万追番
1719,稹伲H限港澳台地^）,7.3万追番
1720,增血鬼果林,7.2万追番
1721,异次元觉醒,7.2万追番
1722,宇宙兄弟,7.2万追番
1723,最终兵器彼女,7.2万追番
1724,攻壳机动队 笑面男,7.2万追番
1725,凡尔赛玫瑰,7.2万追番
1726,遥远时空中 八叶抄,7.2万追番
